Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;9.621917725;NA;NA;0.026564106;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;9.621917725;NA;NA;0.025729062;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;9.621917725;NA;NA;0.024864504;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;9.621917725;NA;NA;0.001;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;9.621917725;NA;NA;0.001;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;9.621917725;NA;NA;0.001;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;9.621917725;NA;NA;0.001;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;9.621917725;NA;NA;3e-04;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;9.621917725;NA;NA;0.003;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;NH3;Urban;URB/Access/30/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;9.621917725;NA;NA;0.003;NA;NA;9.485506058;NA;NA;0.008601551;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;112.030838;NA;NA;0.00576179;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;112.0219421;NA;NA;0.009486688;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;112.0227661;NA;NA;0.003691372;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;112.0325546;NA;NA;0.002453004;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;112.0331955;NA;NA;0.001563289;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;112.0297623;NA;NA;0.000536121;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;112.0302277;NA;NA;0.000226562;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;112.032341;NA;NA;0.001345934;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;112.0212097;NA;NA;0.122567438;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;112.0324402;NA;NA;0.059403665;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;112.0309372;NA;NA;0.024188802;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;112.032486;NA;NA;0.033181809;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;112.032486;NA;NA;0.001525869;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;112.0338211;NA;NA;0.000627728;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;112.0338211;NA;NA;0.000713389;NA;NA;112.0320587;NA;NA;0.002800788;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;17.8925209;NA;NA;0.004347915;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;17.8925209;NA;NA;0.006240673;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;17.88840866;NA;NA;0.002916896;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;17.90296745;NA;NA;0.001184797;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;17.93225098;NA;NA;0.002327283;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;17.93225098;NA;NA;0.001521579;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;17.93225098;NA;NA;0.000602705;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;17.93225098;NA;NA;0.00128779;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;17.90781212;NA;NA;0.148419753;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;17.92185783;NA;NA;0.079953052;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;17.93225098;NA;NA;0.036425486;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;17.93225098;NA;NA;0.059815899;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;17.88812447;NA;NA;0.003695772;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;17.93214035;NA;NA;0.000821205;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/110/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;17.93211174;NA;NA;0.000934863;NA;NA;17.92020035;NA;NA;0.004476913;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;132.6130981;NA;NA;0.015623746;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;132.6145325;NA;NA;0.026337549;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;132.6131287;NA;NA;0.009351931;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;132.6222839;NA;NA;0.005037312;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;132.6201172;NA;NA;0.004957153;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;132.6243744;NA;NA;0.001233179;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;132.625824;NA;NA;0.000266353;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;132.6286469;NA;NA;0.002318046;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;132.5928802;NA;NA;0.174004897;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;132.6151733;NA;NA;0.063132159;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;132.6197357;NA;NA;0.041994169;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;132.6276093;NA;NA;0.042641003;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;132.6284637;NA;NA;0.001433235;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;132.6311798;NA;NA;0.000605492;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;132.6309357;NA;NA;0.001243218;NA;NA;132.6266937;NA;NA;0.004416448;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;17.92687798;NA;NA;0.00433982;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;17.92687798;NA;NA;0.006228915;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;17.92687798;NA;NA;0.002910006;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;17.92922783;NA;NA;0.001183694;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;17.9265976;NA;NA;0.002326615;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;17.88769531;NA;NA;0.001522122;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;17.90296745;NA;NA;0.000602918;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;17.9265976;NA;NA;0.001287229;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;17.88537216;NA;NA;0.148564607;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;17.92614365;NA;NA;0.080026537;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;17.9265976;NA;NA;0.036436319;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;17.9265976;NA;NA;0.05994061;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;17.92632294;NA;NA;0.003691691;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;17.93214989;NA;NA;0.000821219;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;RUR/MW/130/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;17.90317345;NA;NA;0.000935275;NA;NA;17.92035675;NA;NA;0.004478112;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;URB/MW-Nat./90/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;88.43364716;NA;NA;0.002242435;NA;NA;88.4336319;NA;NA;0.002232519;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;URB/MW-Nat./90/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;88.43364716;NA;NA;0.002843425;NA;NA;88.4336319;NA;NA;0.002232519;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;URB/MW-Nat./90/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;88.43364716;NA;NA;0.001145817;NA;NA;88.4336319;NA;NA;0.002232519;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;PM2.5;MW;URB/MW-Nat./90/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;88.43364716;NA;NA;0.000607945;NA;NA;88.4336319;NA;NA;0.002232519;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
